sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
12042017-A01	12042017	A01	b5	1	1.456598597	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A02	12042017	A02	b5	1	1.382055597	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A03	12042017	A03	b5	1	1.955519586	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A04	12042017	A04	b5	1	2.219552516	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A05	12042017	A05	b5	1	2.240901921	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A06	12042017	A06	b5	1	1.52427403	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A07	12042017	A07	b5	1	2.121342159	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A08	12042017	A08	b5	1	2.160180583	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A09	12042017	A09	b5	1	1.438454639	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A10	12042017	A10	b5	1	1.361984752	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A11	12042017	A11	b5	1	1.659749911	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-A12	12042017	A12	b5	1	1.373569649	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-B01	12042017	B01	b5	1	2.426454207	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-B02	12042017	B02	b5	1	1.637598587	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-B03	12042017	B03	b5	1	1.451932039	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-B04	12042017	B04	b5	1	2.143529326	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
12042017-B05	12042017	B05	b5	1	2.448161151	TRUE	NA18517	NA19127	NA19204	NA19225	0	0	50x dilution	4
