sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
08152017-A01	08152017	A01	b2	1	0.979473388	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A02	08152017	A02	b2	1	0.664782778	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A03	08152017	A03	b2	1	0.431017313	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A04	08152017	A04	b2	1	0.041102012	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A05	08152017	A05	b2	1	2.867936215	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A06	08152017	A06	b2	1	0.610421841	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A07	08152017	A07	b2	1	3.895089104	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A08	08152017	A08	b2	1	2.905509528	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A09	08152017	A09	b2	1	2.653639386	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A10	08152017	A10	b2	1	0.044134043	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A11	08152017	A11	b2	0	0.245102481	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-A12	08152017	A12	b2	1	2.998475083	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B01	08152017	B01	b2	1	1.573445899	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B02	08152017	B02	b2	1	2.307838858	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B03	08152017	B03	b2	1	0.344587193	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B04	08152017	B04	b2	1	0.512119505	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B05	08152017	B05	b2	1	2.489815008	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B06	08152017	B06	b2	1	0.232948951	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B07	08152017	B07	b2	1	3.3688928	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B08	08152017	B08	b2	1	0.583277071	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B09	08152017	B09	b2	1	0.6143049	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B10	08152017	B10	b2	1	1.958331135	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B11	08152017	B11	b2	1	2.314436042	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-B12	08152017	B12	b2	1	2.892603904	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C01	08152017	C01	b2	1	1.319925803	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C02	08152017	C02	b2	1	1.753242479	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C03	08152017	C03	b2	2	1.45026291	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C04	08152017	C04	b2	1	0.651691892	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C05	08152017	C05	b2	1	1.335020199	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C06	08152017	C06	b2	1	0.570064282	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C07	08152017	C07	b2	1	0.448639968	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C08	08152017	C08	b2	1	3.212047441	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C09	08152017	C09	b2	1	1.748787742	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C10	08152017	C10	b2	1	1.47054517	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C11	08152017	C11	b2	1	0.581748778	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-C12	08152017	C12	b2	1	2.842060977	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D01	08152017	D01	b2	1	1.6869638	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D02	08152017	D02	b2	1	1.698005874	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D03	08152017	D03	b2	1	0.414440939	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D04	08152017	D04	b2	1	1.467585714	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D05	08152017	D05	b2	1	2.237456158	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D06	08152017	D06	b2	1	0.383953677	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D07	08152017	D07	b2	1	0.539300467	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D08	08152017	D08	b2	1	0.324973517	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D09	08152017	D09	b2	1	2.093461648	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
08152017-D10	08152017	D10	b2	1	2.702456256	TRUE	NA18862	NA19159	NA18507	NA19257	0	0	50x dilution	3
