sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
10122017-A01	10122017	A01	b3	1	0.539011145	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A02	10122017	A02	b3	1	1.148168883	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A03	10122017	A03	b3	1	2.173341834	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A04	10122017	A04	b3	1	2.071000674	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A05	10122017	A05	b3	1	1.944275236	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A06	10122017	A06	b3	1	1.951499735	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A07	10122017	A07	b3	1	1.434618661	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A08	10122017	A08	b3	1	1.370336605	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A09	10122017	A09	b3	1	1.783189235	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A10	10122017	A10	b3	1	1.939507235	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A11	10122017	A11	b3	1	1.527582556	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-A12	10122017	A12	b3	1	0.733330697	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B01	10122017	B01	b3	1	0.642477096	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B02	10122017	B02	b3	1	1.513237093	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B03	10122017	B03	b3	1	1.74987364	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B04	10122017	B04	b3	1	1.491393087	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B05	10122017	B05	b3	1	1.905091365	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B06	10122017	B06	b3	1	1.04456999	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B07	10122017	B07	b3	1	0.651061397	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B08	10122017	B08	b3	1	0.830426782	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B09	10122017	B09	b3	1	1.952014988	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B10	10122017	B10	b3	1	1.799922355	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B11	10122017	B11	b3	1	2.161254966	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-B12	10122017	B12	b3	1	2.504267894	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-C01	10122017	C01	b3	1	0.822950322	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-C02	10122017	C02	b3	2	1.94112236	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-C03	10122017	C03	b3	1	0.65461228	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
10122017-C04	10122017	C04	b3	1	0.866489269	TRUE	NA18489	NA18519	NA18522	NA18499	0	0	50x dilution	1
