sample	experiment	well	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
10172017-A01	10172017	A01	1	1.309774726	TRUE	NA18552	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A02	10172017	A02	1	0.55802922	TRUE	NA18552	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A03	10172017	A03	2	0.720301373	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A04	10172017	A04	1	0.274321961	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A05	10172017	A05	1	8.353228342	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A06	10172017	A06	1	0.962648813	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A07	10172017	A07	1	1.850644176	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A08	10172017	A08	1	1.173483177	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A09	10172017	A09	2	0.50630541	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A10	10172017	A10	1	2.210440864	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A11	10172017	A11	1	1.860054076	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-A12	10172017	A12	1	1.690824269	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B01	10172017	B01	1	2.539191741	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B02	10172017	B02	1	2.003708386	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B03	10172017	B03	1	2.148656138	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B04	10172017	B04	1	2.045861409	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B05	10172017	B05	1	0.72535602	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B06	10172017	B06	1	0.33972914	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B07	10172017	B07	1	1.184288434	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B08	10172017	B08	1	1.96940654	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B09	10172017	B09	1	1.922796698	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B10	10172017	B10	2	0.575823491	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B11	10172017	B11	1	0.894593809	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-B12	10172017	B12	1	1.020012939	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C01	10172017	C01	1	0.805300727	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C02	10172017	C02	1	1.156210169	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C03	10172017	C03	1	1.635105662	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C04	10172017	C04	1	0.479849947	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C05	10172017	C05	1	1.102089574	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C06	10172017	C06	1	6.037447457	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C07	10172017	C07	1	2.39057818	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C08	10172017	C08	1	1.484926554	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C09	10172017	C09	1	1.636515893	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C10	10172017	C10	1	1.188245728	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C11	10172017	C11	1	10.34268475	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-C12	10172017	C12	1	1.71216737	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D01	10172017	D01	1	1.782551073	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D02	10172017	D02	1	2.207469357	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D03	10172017	D03	1	2.148958335	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D04	10172017	D04	1	0.969042804	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D05	10172017	D05	1	1.629693605	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D06	10172017	D06	1	1.908027264	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D07	10172017	D07	1	1.450752088	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D08	10172017	D08	1	2.17950651	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D09	10172017	D09	1	0.790345572	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D10	10172017	D10	1	0.338411456	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D11	10172017	D11	1	0.916426695	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-D12	10172017	D12	1	1.331823119	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E01	10172017	E01	1	0.514638195	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E02	10172017	E02	2	0.187789718	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E03	10172017	E03	1	1.431497442	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E04	10172017	E04	1	1.666919727	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E05	10172017	E05	2	1.340120396	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E06	10172017	E06	1	1.684126428	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E07	10172017	E07	1	1.131114778	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E08	10172017	E08	2	1.151294239	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E09	10172017	E09	1	0.590119876	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E10	10172017	E10	1	1.849125742	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E11	10172017	E11	1	0.534748589	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-E12	10172017	E12	1	0.836461428	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F01	10172017	F01	0	0.129102989	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F02	10172017	F02	1	0.634587099	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F03	10172017	F03	1	1.91627387	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F04	10172017	F04	1	0.460045697	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F05	10172017	F05	1	1.820815057	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F06	10172017	F06	1	0.160693503	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F07	10172017	F07	1	1.078020265	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F08	10172017	F08	1	1.380169595	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F09	10172017	F09	1	1.154838472	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F10	10172017	F10	1	0.69133523	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F11	10172017	F11	1	0.336089864	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-F12	10172017	F12	1	0	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G01	10172017	G01	1	0.533322263	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G02	10172017	G02	1	0.85106049	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G03	10172017	G03	1	1.011076794	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G04	10172017	G04	1	0.913353488	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G05	10172017	G05	1	0.839974419	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G06	10172017	G06	1	1.312398327	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G07	10172017	G07	1	0.931891085	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G08	10172017	G08	1	0.956274194	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G09	10172017	G09	2	1.303800929	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G10	10172017	G10	1	0.999552389	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G11	10172017	G11	1	0.685642856	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-G12	10172017	G12	1	0	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H01	10172017	H01	1	0.592874683	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H02	10172017	H02	1	1.263978188	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H03	10172017	H03	1	0.793962112	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H04	10172017	H04	1	0	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H05	10172017	H05	1	4.735744974	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H06	10172017	H06	1	0.030639791	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H07	10172017	H07	1	0.685361261	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H08	10172017	H08	1	1.219933103	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H09	10172017	H09	1	0.166481871	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H10	10172017	H10	0	0.021152484	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H11	10172017	H11	1	0.836369619	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
10172017-H12	10172017	H12	1	2.3407216	TRUE	NA18852	NA18858	NA19093	NA19101	0	0	50x dilution	2
