sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
10132017-A01	10132017	A01	b3	1	1.222987854	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A02	10132017	A02	b3	1	1.136064086	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A03	10132017	A03	b3	1	1.842060816	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A04	10132017	A04	b3	1	4.771816643	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A05	10132017	A05	b3	1	1.037898065	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A06	10132017	A06	b3	1	5.92582016	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A07	10132017	A07	b3	1	4.128643912	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A08	10132017	A08	b3	1	5.686089418	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A09	10132017	A09	b3	1	2.148004952	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A10	10132017	A10	b3	1	6.240208294	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A11	10132017	A11	b3	1	5.270441099	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-A12	10132017	A12	b3	1	5.272404889	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B01	10132017	B01	b3	1	4.202848848	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B02	10132017	B02	b3	1	2.552425048	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B03	10132017	B03	b3	1	1.765602924	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B04	10132017	B04	b3	1	4.018115615	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B05	10132017	B05	b3	1	1.286438972	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B06	10132017	B06	b3	1	5.240167639	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B07	10132017	B07	b3	1	4.924103066	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B08	10132017	B08	b3	1	3.997341046	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B09	10132017	B09	b3	1	0.79053605	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B10	10132017	B10	b3	1	5.54491569	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B11	10132017	B11	b3	1	8.020391548	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-B12	10132017	B12	b3	1	6.498283065	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C01	10132017	C01	b3	1	0.643097913	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C02	10132017	C02	b3	1	3.049169343	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C03	10132017	C03	b3	1	3.475986797	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C04	10132017	C04	b3	1	3.200717523	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C05	10132017	C05	b3	1	3.096710607	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C06	10132017	C06	b3	1	0.921821757	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C07	10132017	C07	b3	1	3.50274655	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C08	10132017	C08	b3	1	4.886260361	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C09	10132017	C09	b3	1	5.517901422	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C10	10132017	C10	b3	1	5.832370735	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C11	10132017	C11	b3	1	3.468985335	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-C12	10132017	C12	b3	1	1.564501866	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D01	10132017	D01	b3	2	3.571984413	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D02	10132017	D02	b3	1	3.251651263	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D03	10132017	D03	b3	1	0.679605666	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D04	10132017	D04	b3	1	3.683511437	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D05	10132017	D05	b3	1	4.882714797	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D06	10132017	D06	b3	1	3.99934047	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D07	10132017	D07	b3	1	1.092518367	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D08	10132017	D08	b3	1	2.616206849	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D09	10132017	D09	b3	2	4.517198608	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D10	10132017	D10	b3	1	4.5518204	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D11	10132017	D11	b3	1	3.774310103	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-D12	10132017	D12	b3	1	0.946275899	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E01	10132017	E01	b3	1	2.448201832	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E02	10132017	E02	b3	0	0.293253146	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E03	10132017	E03	b3	1	4.473537587	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E04	10132017	E04	b3	1	3.050472521	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E05	10132017	E05	b3	1	0.953601024	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E06	10132017	E06	b3	1	4.31556392	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E07	10132017	E07	b3	1	3.423114074	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E08	10132017	E08	b3	2	3.993172245	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E09	10132017	E09	b3	2	6.042926566	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E10	10132017	E10	b3	1	6.684532883	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E11	10132017	E11	b3	1	3.902737539	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-E12	10132017	E12	b3	1	1.798503358	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-F01	10132017	F01	b3	1	0.904458727	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-F02	10132017	F02	b3	1	1.692406792	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-F03	10132017	F03	b3	1	1.886390617	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-F04	10132017	F04	b3	1	0.236446709	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-F05	10132017	F05	b3	1	2.511237491	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
10132017-F06	10132017	F06	b3	1	0.590254106	TRUE	NA18489	NA18861	NA19101	NA19207	0	0	50x dilution	2
