sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
10052017-A01	10052017	A01	b3	1	2.575704372	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A02	10052017	A02	b3	1	2.309362111	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A03	10052017	A03	b3	1	0.59850317	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A04	10052017	A04	b3	1	2.038440827	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A05	10052017	A05	b3	1	0.558268227	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A06	10052017	A06	b3	1	2.222247919	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A07	10052017	A07	b3	1	1.993623928	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A08	10052017	A08	b3	2	0.695179949	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A09	10052017	A09	b3	1	1.894313745	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A10	10052017	A10	b3	1	2.401181856	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A11	10052017	A11	b3	1	2.417944654	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-A12	10052017	A12	b3	1	0.827778937	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B01	10052017	B01	b3	2	0.592381742	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B02	10052017	B02	b3	1	0.149365775	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B03	10052017	B03	b3	0	0.187734974	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B04	10052017	B04	b3	1	2.19871004	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B05	10052017	B05	b3	0	0.248009737	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B06	10052017	B06	b3	1	2.299652559	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B07	10052017	B07	b3	1	2.551765632	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B08	10052017	B08	b3	1	0.281124405	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B09	10052017	B09	b3	1	2.259481967	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B10	10052017	B10	b3	1	2.116678585	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B11	10052017	B11	b3	1	0.708542225	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-B12	10052017	B12	b3	1	1.879834828	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-C01	10052017	C01	b3	1	2.197818164	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-C02	10052017	C02	b3	1	1.687787399	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-C03	10052017	C03	b3	1	2.66591273	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
10052017-C04	10052017	C04	b3	1	2.416826481	TRUE	NA19093	NA19207	NA19193	NA18499	0	0	50x dilution	1
