sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
12082017-A01	12082017	A01	b5	1	1.353571353	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A02	12082017	A02	b5	1	0.795600183	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A03	12082017	A03	b5	1	1.817434438	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A04	12082017	A04	b5	1	2.632696269	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A05	12082017	A05	b5	1	5.958435063	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A06	12082017	A06	b5	1	4.635890439	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A07	12082017	A07	b5	1	4.190321067	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A08	12082017	A08	b5	1	1.345211364	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A09	12082017	A09	b5	1	4.81588875	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A10	12082017	A10	b5	1	6.291954735	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A11	12082017	A11	b5	1	7.175324083	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-A12	12082017	A12	b5	1	3.814354956	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-B01	12082017	B01	b5	1	4.664808459	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-B02	12082017	B02	b5	1	2.229168793	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-B03	12082017	B03	b5	1	4.483329428	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
12082017-B04	12082017	B04	b5	1	2.447510969	TRUE	NA18501	NA19108	NA19130	NA19225	0	0	50x dilution	4
