sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
04132017-A01	04132017	A01	b1	1	1.75381481	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A02	04132017	A02	b1	1	1.245658185	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A03	04132017	A03	b1	1	1.801896208	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A04	04132017	A04	b1	1	0.732455256	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A05	04132017	A05	b1	1	1.910416957	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A06	04132017	A06	b1	1	1.868681675	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A07	04132017	A07	b1	1	0.79279387	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A08	04132017	A08	b1	1	0.763142954	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A09	04132017	A09	b1	1	1.620708899	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A10	04132017	A10	b1	1	0.97294372	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A11	04132017	A11	b1	1	2.219041987	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-A12	04132017	A12	b1	1	2.220534768	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B01	04132017	B01	b1	1	2.047373191	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B02	04132017	B02	b1	0	0.416554738	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B03	04132017	B03	b1	1	1.631381251	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B04	04132017	B04	b1	1	1.566687535	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B05	04132017	B05	b1	1	2.036279188	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B06	04132017	B06	b1	0	0.505510327	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B07	04132017	B07	b1	1	0.833565259	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B08	04132017	B08	b1	1	2.021052697	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B09	04132017	B09	b1	0	0.434177007	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B10	04132017	B10	b1	1	0.661787985	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
04132017-B11	04132017	B11	b1	1	1.562344795	TRUE	NA18498	NA18520	NA18852	NA19203	50000	50	50x dilution	3
