sample	experiment	well	batch	cell_number	concentration	tra1.60	individual.1	individual.2	individual.3	individual.4	fly	worm	ERCC	index
10112017-A01	10112017	A01	b3	1	1.94850784	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A02	10112017	A02	b3	1	0.771728677	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A03	10112017	A03	b3	1	1.841484624	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A04	10112017	A04	b3	1	1.177426345	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A05	10112017	A05	b3	1	2.036134046	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A06	10112017	A06	b3	1	2.244704933	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A07	10112017	A07	b3	1	0.62372895	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A08	10112017	A08	b3	1	0.860923337	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A09	10112017	A09	b3	1	0.869348112	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A10	10112017	A10	b3	1	1.965434814	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A11	10112017	A11	b3	1	2.166584822	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-A12	10112017	A12	b3	1	0.560972247	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B01	10112017	B01	b3	1	1.978465854	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B02	10112017	B02	b3	1	0.626143238	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B03	10112017	B03	b3	1	0.46264344	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B04	10112017	B04	b3	1	0.606765256	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B05	10112017	B05	b3	1	2.194648062	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B06	10112017	B06	b3	1	2.2211136	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B07	10112017	B07	b3	1	2.019463902	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B08	10112017	B08	b3	1	2.024641511	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B09	10112017	B09	b3	1	2.121581036	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B10	10112017	B10	b3	1	1.835901513	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B11	10112017	B11	b3	1	0.585899313	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-B12	10112017	B12	b3	1	2.042995955	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C01	10112017	C01	b3	2	1.16859284	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C02	10112017	C02	b3	1	0.337514119	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C03	10112017	C03	b3	1	2.191488259	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C04	10112017	C04	b3	1	1.616911212	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C05	10112017	C05	b3	0	0.189139641	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C06	10112017	C06	b3	1	1.833310116	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C07	10112017	C07	b3	1	0.427116563	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C08	10112017	C08	b3	2	2.281374203	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C09	10112017	C09	b3	1	2.082062158	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C10	10112017	C10	b3	1	2.251725817	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C11	10112017	C11	b3	1	2.30078359	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-C12	10112017	C12	b3	1	1.844074532	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D01	10112017	D01	b3	1	1.654630745	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D02	10112017	D02	b3	1	0.580377394	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D03	10112017	D03	b3	2	1.029265418	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D04	10112017	D04	b3	1	2.072651349	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D05	10112017	D05	b3	1	1.477792827	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D06	10112017	D06	b3	1	1.225561645	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D07	10112017	D07	b3	1	1.799044999	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D08	10112017	D08	b3	1	2.119171807	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D09	10112017	D09	b3	1	1.428660633	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D10	10112017	D10	b3	1	2.070680989	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D11	10112017	D11	b3	1	1.921435545	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-D12	10112017	D12	b3	1	2.278410439	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E01	10112017	E01	b3	1	0.776341645	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E02	10112017	E02	b3	1	2.147814805	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E03	10112017	E03	b3	2	2.274498139	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E04	10112017	E04	b3	1	2.190026229	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E05	10112017	E05	b3	1	0.415388079	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E06	10112017	E06	b3	1	2.036816654	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E07	10112017	E07	b3	1	2.12706705	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E08	10112017	E08	b3	1	2.096093811	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E09	10112017	E09	b3	1	1.416078894	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E10	10112017	E10	b3	1	2.138771286	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E11	10112017	E11	b3	1	2.281418448	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-E12	10112017	E12	b3	1	2.721973869	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F01	10112017	F01	b3	1	1.05379717	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F02	10112017	F02	b3	1	0.456344204	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F03	10112017	F03	b3	1	0.673535645	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F04	10112017	F04	b3	1	2.449171458	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F05	10112017	F05	b3	1	2.090796811	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F06	10112017	F06	b3	1	1.993809349	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F07	10112017	F07	b3	1	0.510284342	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F08	10112017	F08	b3	1	0.595350226	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F09	10112017	F09	b3	2	1.354988165	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F10	10112017	F10	b3	1	1.983080343	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F11	10112017	F11	b3	1	2.251905967	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-F12	10112017	F12	b3	1	0.789167929	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-G01	10112017	G01	b3	1	2.310660032	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-G02	10112017	G02	b3	1	0.628929711	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
10112017-G03	10112017	G03	b3	1	0.295008926	TRUE	NA18519	NA18858	NA19116	NA19207	0	0	50x dilution	1
